# exported by fityk 0.8.7
#2-Fe:x	2-Fe:y	2-Fe:s	2-Fe:F(x)	2-Fe:%_4(x)	2-Fe:%_5(x)	2-Fe:a
24.22	0	1	0	0	0	1
24.24	1	1	0	0	0	1
24.26	0	1	0	0	0	1
24.27	0	1	0	0	0	1
24.29	0	1	0	0	0	1
24.3	1	1	0	0	0	1
24.32	3	1.73205	0	0	0	1
24.33	4	2	0	0	0	1
24.35	2	1.41421	0	0	0	1
24.37	1	1	0	0	0	1
24.38	0	1	0	0	0	1
24.4	1	1	0	0	0	1
24.41	2	1.41421	0	0	0	1
24.43	0	1	0	0	0	1
24.45	0	1	0	0	0	1
24.46	5	2.23607	0	0	0	1
24.48	0	1	0	0	0	1
24.49	0	1	0	0	0	1
24.51	0	1	0	0	0	1
24.52	2	1.41421	0	0	0	1
24.54	1	1	0	0	0	1
24.56	2	1.41421	0	0	0	1
24.57	1	1	0	0	0	1
24.59	1	1	0	0	0	1
24.6	0	1	0	0	0	1
24.62	1	1	0	0	0	1
24.63	1	1	0	0	0	1
24.65	1	1	0	0	0	1
24.67	3	1.73205	0	0	0	1
24.68	0	1	0	0	0	1
24.7	0	1	0	0	0	1
24.71	2	1.41421	0	0	0	1
24.73	4	2	0	0	0	1
24.75	1	1	0	0	0	1
24.76	0	1	0	0	0	1
24.78	0	1	0	0	0	1
24.79	0	1	0	0	0	1
24.81	1	1	0	0	0	1
24.82	1	1	0	0	0	1
24.84	0	1	0	0	0	1
24.86	0	1	0	0	0	1
24.87	1	1	0	0	0	1
24.89	1	1	0	0	0	1
24.9	0	1	0	0	0	1
24.92	1	1	0	0	0	1
24.94	1	1	0	0	0	1
24.95	0	1	0	0	0	1
24.97	2	1.41421	0	0	0	1
24.98	1	1	0	0	0	1
25	1	1	0	0	0	1
25.01	0	1	0	0	0	1
25.03	2	1.41421	0	0	0	1
25.05	0	1	0	0	0	1
25.06	0	1	0	0	0	1
25.08	0	1	0	0	0	1
25.09	1	1	0	0	0	1
25.11	0	1	0	0	0	1
25.13	1	1	0	0	0	1
25.14	0	1	0	0	0	1
25.16	0	1	0	0	0	1
25.17	1	1	0	0	0	1
25.19	0	1	0	0	0	1
25.2	1	1	0	0	0	1
25.22	1	1	0	0	0	1
25.24	3	1.73205	0	0	0	1
25.25	1	1	0	0	0	1
25.27	0	1	0	0	0	1
25.28	2	1.41421	0	0	0	1
25.3	0	1	0	0	0	1
25.32	0	1	0	0	0	1
25.33	0	1	0	0	0	1
25.35	3	1.73205	0	0	0	1
25.36	0	1	0	0	0	1
25.38	1	1	0	0	0	1
25.39	0	1	0	0	0	1
25.41	1	1	0	0	0	1
25.43	1	1	0	0	0	1
25.44	0	1	0	0	0	1
25.46	1	1	0	0	0	1
25.47	0	1	0	0	0	1
25.49	0	1	0	0	0	1
25.51	2	1.41421	0	0	0	1
25.52	2	1.41421	0	0	0	1
25.54	0	1	0	0	0	1
25.55	1	1	0	0	0	1
25.57	1	1	0	0	0	1
25.58	1	1	0	0	0	1
25.6	1	1	0	0	0	1
25.62	0	1	0	0	0	1
25.63	0	1	0	0	0	1
25.65	0	1	0	0	0	1
25.66	2	1.41421	0	0	0	1
25.68	0	1	0	0	0	1
25.69	1	1	0	0	0	1
25.71	0	1	0	0	0	1
25.73	0	1	0	0	0	1
25.74	0	1	0	0	0	1
25.76	2	1.41421	0	0	0	1
25.77	0	1	0	0	0	1
25.79	1	1	0	0	0	1
25.81	0	1	0	0	0	1
25.82	0	1	0	0	0	1
25.84	0	1	0	0	0	1
25.85	1	1	0	0	0	1
25.87	1	1	0	0	0	1
25.88	1	1	0	0	0	1
25.9	2	1.41421	0	0	0	1
25.92	0	1	0	0	0	1
25.93	0	1	0	0	0	1
25.95	1	1	0	0	0	1
25.96	0	1	0	0	0	1
25.98	2	1.41421	0	0	0	1
26	0	1	0	0	0	1
26.01	1	1	0	0	0	1
26.03	0	1	0	0	0	1
26.04	0	1	0	0	0	1
26.06	2	1.41421	0	0	0	1
26.07	1	1	0	0	0	1
26.09	0	1	0	0	0	1
26.11	0	1	0	0	0	1
26.12	0	1	0	0	0	1
26.14	0	1	0	0	0	1
26.15	0	1	0	0	0	1
26.17	0	1	0	0	0	1
26.19	1	1	0	0	0	1
26.2	2	1.41421	0	0	0	1
26.22	1	1	0	0	0	1
26.23	1	1	0	0	0	1
26.25	3	1.73205	0	0	0	1
26.26	0	1	0	0	0	1
26.28	1	1	0	0	0	1
26.3	2	1.41421	0	0	0	1
26.31	1	1	0	0	0	1
26.33	0	1	0	0	0	1
26.34	0	1	0	0	0	1
26.36	0	1	0	0	0	1
26.38	1	1	0	0	0	1
26.39	0	1	0	0	0	1
26.41	0	1	0	0	0	1
26.42	2	1.41421	0	0	0	1
26.44	1	1	0	0	0	1
26.45	0	1	0	0	0	1
26.47	0	1	0	0	0	1
26.49	2	1.41421	0	0	0	1
26.5	1	1	0	0	0	1
26.52	0	1	0	0	0	1
26.53	0	1	0	0	0	1
26.55	0	1	0	0	0	1
26.57	1	1	0	0	0	1
26.58	1	1	0	0	0	1
26.6	0	1	0	0	0	1
26.61	0	1	0	0	0	1
26.63	0	1	0	0	0	1
26.64	0	1	0	0	0	1
26.66	1	1	0	0	0	1
26.68	0	1	0	0	0	1
26.69	0	1	0	0	0	1
26.71	1	1	0	0	0	1
26.72	0	1	0	0	0	1
26.74	0	1	0	0	0	1
26.75	1	1	0	0	0	1
26.77	0	1	0	0	0	1
26.79	1	1	0	0	0	1
26.8	1	1	0	0	0	1
26.82	0	1	0	0	0	1
26.83	1	1	0	0	0	1
26.85	1	1	0	0	0	1
26.87	0	1	0	0	0	1
26.88	0	1	0	0	0	1
26.9	0	1	0	0	0	1
26.91	1	1	0	0	0	1
26.93	1	1	0	0	0	1
26.94	1	1	0	0	0	1
26.96	1	1	0	0	0	1
26.98	3	1.73205	0	0	0	1
26.99	1	1	0	0	0	1
27.01	0	1	0	0	0	1
27.02	0	1	0	0	0	1
27.04	1	1	0	0	0	1
27.06	1	1	0	0	0	1
27.07	0	1	0	0	0	1
27.09	1	1	0	0	0	1
27.1	0	1	0	0	0	1
27.12	0	1	0	0	0	1
27.13	1	1	0	0	0	1
27.15	0	1	0	0	0	1
27.17	1	1	0	0	0	1
27.18	0	1	0	0	0	1
27.2	1	1	0	0	0	1
27.21	0	1	0	0	0	1
27.23	0	1	0	0	0	1
27.25	0	1	0	0	0	1
27.26	0	1	0	0	0	1
27.28	0	1	0	0	0	1
27.29	0	1	0	0	0	1
27.31	0	1	0	0	0	1
27.32	0	1	0	0	0	1
27.34	0	1	0	0	0	1
27.36	0	1	0	0	0	1
27.37	0	1	0	0	0	1
27.39	0	1	0	0	0	1
27.4	1	1	0	0	0	1
27.42	0	1	0	0	0	1
27.44	0	1	0	0	0	1
27.45	0	1	0	0	0	1
27.47	0	1	0	0	0	1
27.48	0	1	0	0	0	1
27.5	0	1	0	0	0	1
27.51	0	1	0	0	0	1
27.53	1	1	0	0	0	1
27.55	0	1	0	0	0	1
27.56	0	1	0	0	0	1
27.58	0	1	0	0	0	1
27.59	0	1	0	0	0	1
27.61	0	1	0	0	0	1
27.63	0	1	0	0	0	1
27.64	0	1	0	0	0	1
27.66	0	1	0	0	0	1
27.67	0	1	0	0	0	1
27.69	0	1	0	0	0	1
27.7	0	1	0	0	0	1
27.72	0	1	0	0	0	1
27.74	1	1	0	0	0	1
27.75	0	1	0	0	0	1
27.77	0	1	0	0	0	1
27.78	0	1	0	0	0	1
27.8	0	1	0	0	0	1
27.81	1	1	0	0	0	1
27.83	0	1	0	0	0	1
27.85	0	1	0	0	0	1
27.86	0	1	0	0	0	1
27.88	0	1	0	0	0	1
27.89	0	1	0	0	0	1
27.91	0	1	0	0	0	1
27.93	1	1	0	0	0	1
27.94	0	1	0	0	0	1
27.96	0	1	0	0	0	1
27.97	0	1	0	0	0	1
27.99	0	1	0	0	0	1
28	0	1	0	0	0	1
28.02	0	1	0	0	0	1
28.04	0	1	0	0	0	1
28.05	0	1	0	0	0	1
28.07	1	1	0	0	0	1
28.08	1	1	0	0	0	1
28.1	0	1	0	0	0	1
28.12	0	1	0	0	0	1
28.13	0	1	0	0	0	1
28.15	0	1	0	0	0	1
28.16	0	1	0	0	0	1
28.18	0	1	0	0	0	1
28.19	1	1	0	0	0	1
28.21	0	1	0	0	0	1
28.23	0	1	0	0	0	1
28.24	0	1	0	0	0	1
28.26	1	1	0	0	0	1
28.27	1	1	0	0	0	1
28.29	1	1	0	0	0	1
28.31	0	1	0	0	0	1
28.32	0	1	0	0	0	1
28.34	0	1	0	0	0	1
28.35	1	1	0	0	0	1
28.37	2	1.41421	0	0	0	1
28.38	0	1	0	0	0	1
28.4	1	1	0	0	0	1
28.42	0	1	0	0	0	1
28.43	0	1	0	0	0	1
28.45	0	1	0	0	0	1
28.46	0	1	0	0	0	1
28.48	1	1	0	0	0	1
28.5	0	1	0	0	0	1
28.51	0	1	0	0	0	1
28.53	0	1	0	0	0	1
28.54	0	1	0	0	0	1
28.56	0	1	0	0	0	1
28.57	0	1	0	0	0	1
28.59	0	1	0	0	0	1
28.61	1	1	0	0	0	1
28.62	0	1	0	0	0	1
28.64	1	1	0	0	0	1
28.65	0	1	0	0	0	1
28.67	1	1	0	0	0	1
28.69	0	1	0	0	0	1
28.7	0	1	0	0	0	1
28.72	0	1	0	0	0	1
28.73	0	1	0	0	0	1
28.75	0	1	0	0	0	1
28.76	0	1	0	0	0	1
28.78	0	1	0	0	0	1
28.8	0	1	0	0	0	1
28.81	0	1	0	0	0	1
28.83	0	1	0	0	0	1
28.84	0	1	0	0	0	1
28.86	1	1	0	0	0	1
28.88	0	1	0	0	0	1
28.89	0	1	0	0	0	1
28.91	1	1	0	0	0	1
28.92	0	1	0	0	0	1
28.94	0	1	0	0	0	1
28.95	0	1	0	0	0	1
28.97	2	1.41421	0	0	0	1
28.99	0	1	0	0	0	1
29	1	1	0	0	0	1
29.02	0	1	0	0	0	1
29.03	0	1	0	0	0	1
29.05	0	1	0	0	0	1
29.06	0	1	0	0	0	1
29.08	0	1	0	0	0	1
29.1	0	1	0	0	0	1
29.11	0	1	0	0	0	1
29.13	0	1	0	0	0	1
29.14	0	1	0	0	0	1
29.16	0	1	0	0	0	1
29.18	0	1	0	0	0	1
29.19	0	1	0	0	0	1
29.21	1	1	0	0	0	1
29.22	0	1	0	0	0	1
29.24	0	1	0	0	0	1
29.25	0	1	0	0	0	1
29.27	0	1	0	0	0	1
29.29	2	1.41421	0	0	0	1
29.3	0	1	0	0	0	1
29.32	0	1	0	0	0	1
29.33	0	1	0	0	0	1
29.35	0	1	0	0	0	1
29.37	2	1.41421	0	0	0	1
29.38	0	1	0	0	0	1
29.4	0	1	0	0	0	1
29.41	0	1	0	0	0	1
29.43	0	1	0	0	0	1
29.44	1	1	0	0	0	1
29.46	0	1	0	0	0	1
29.48	0	1	0	0	0	1
29.49	1	1	0	0	0	1
29.51	0	1	0	0	0	1
29.52	0	1	0	0	0	1
29.54	0	1	0	0	0	1
29.56	0	1	0	0	0	1
29.57	0	1	0	0	0	1
29.59	0	1	0	0	0	1
29.6	0	1	0	0	0	1
29.62	0	1	0	0	0	1
29.63	1	1	0	0	0	1
29.65	0	1	0	0	0	1
29.67	0	1	0	0	0	1
29.68	0	1	0	0	0	1
29.7	0	1	0	0	0	1
29.71	0	1	0	0	0	1
29.73	1	1	0	0	0	1
29.75	0	1	0	0	0	1
29.76	0	1	0	0	0	1
29.78	1	1	0	0	0	1
29.79	0	1	0	0	0	1
29.81	0	1	0	0	0	1
29.82	0	1	0	0	0	1
29.84	1	1	0	0	0	1
29.86	1	1	0	0	0	1
29.87	0	1	0	0	0	1
29.89	0	1	0	0	0	1
29.9	0	1	0	0	0	1
29.92	0	1	0	0	0	1
29.94	0	1	0	0	0	1
29.95	0	1	0	0	0	1
29.97	0	1	0	0	0	1
29.98	0	1	0	0	0	1
30	0	1	0	0	0	1
30.01	0	1	0	0	0	1
30.03	0	1	0	0	0	1
30.05	0	1	0	0	0	1
30.06	0	1	0	0	0	1
30.08	0	1	0	0	0	1
30.09	0	1	0	0	0	1
30.11	0	1	0	0	0	1
30.12	0	1	0	0	0	1
30.14	1	1	0	0	0	1
30.16	0	1	0	0	0	1
30.17	0	1	0	0	0	1
30.19	0	1	0	0	0	1
30.2	0	1	0	0	0	1
30.22	0	1	0	0	0	1
30.24	0	1	0	0	0	1
30.25	0	1	0	0	0	1
30.27	0	1	0	0	0	1
30.28	1	1	0	0	0	1
30.3	0	1	0	0	0	1
30.31	0	1	0	0	0	1
30.33	0	1	0	0	0	1
30.35	0	1	0	0	0	1
30.36	0	1	0	0	0	1
30.38	1	1	0	0	0	1
30.39	1	1	0	0	0	1
30.41	0	1	0	0	0	1
30.43	0	1	0	0	0	1
30.44	0	1	0	0	0	1
30.46	0	1	0	0	0	1
30.47	0	1	0	0	0	1
30.49	0	1	0	0	0	1
30.5	0	1	0	0	0	1
30.52	0	1	0	0	0	1
30.54	0	1	0	0	0	1
30.55	0	1	0	0	0	1
30.57	0	1	0	0	0	1
30.58	0	1	0	0	0	1
30.6	0	1	0	0	0	1
30.62	0	1	0	0	0	1
30.63	0	1	0	0	0	1
30.65	0	1	0	0	0	1
30.66	0	1	0	0	0	1
30.68	0	1	0	0	0	1
30.69	0	1	0	0	0	1
30.71	0	1	0	0	0	1
30.73	0	1	0	0	0	1
30.74	0	1	0	0	0	1
30.76	0	1	0	0	0	1
30.77	0	1	0	0	0	1
30.79	0	1	0	0	0	1
30.81	0	1	0	0	0	1
30.82	1	1	0	0	0	1
30.84	0	1	0	0	0	1
30.85	0	1	0	0	0	1
30.87	0	1	0	0	0	1
30.88	1	1	0	0	0	1
30.9	0	1	0	0	0	1
30.92	0	1	0	0	0	1
30.93	0	1	0	0	0	1
30.95	0	1	0	0	0	1
30.96	0	1	0	0	0	1
30.98	0	1	0	0	0	1
31	0	1	0	0	0	1
31.01	1	1	0	0	0	1
31.03	0	1	0	0	0	1
31.04	0	1	0	0	0	1
31.06	0	1	0	0	0	1
31.07	1	1	0	0	0	1
31.09	0	1	0	0	0	1
31.11	0	1	0	0	0	1
31.12	0	1	0	0	0	1
31.14	0	1	0	0	0	1
31.15	0	1	0	0	0	1
31.17	0	1	0	0	0	1
31.18	0	1	0	0	0	1
31.2	0	1	0	0	0	1
31.22	0	1	0	0	0	1
31.23	0	1	0	0	0	1
31.25	0	1	0	0	0	1
31.26	0	1	0	0	0	1
31.28	0	1	0	0	0	1
31.3	0	1	0	0	0	1
31.31	0	1	0	0	0	1
31.33	1	1	0	0	0	1
31.34	0	1	0	0	0	1
31.36	0	1	0	0	0	1
31.37	1	1	0	0	0	1
31.39	0	1	0	0	0	1
31.41	0	1	0	0	0	1
31.42	0	1	0	0	0	1
31.44	0	1	0	0	0	1
31.45	0	1	0	0	0	1
31.47	0	1	0	0	0	1
31.49	0	1	0	0	0	1
31.5	0	1	0	0	0	1
31.52	0	1	0	0	0	1
31.53	0	1	0	0	0	1
31.55	0	1	0	0	0	1
31.56	0	1	0	0	0	1
31.58	0	1	0	0	0	1
31.6	0	1	0	0	0	1
31.61	0	1	0	0	0	1
31.63	0	1	0	0	0	1
31.64	0	1	0	0	0	1
31.66	0	1	0	0	0	1
31.68	0	1	0	0	0	1
31.69	0	1	0	0	0	1
31.71	0	1	0	0	0	1
31.72	0	1	0	0	0	1
31.74	0	1	0	0	0	1
31.75	0	1	0	0	0	1
31.77	0	1	0	0	0	1
31.79	0	1	0	0	0	1
31.8	0	1	0	0	0	1
31.82	0	1	0	0	0	1
31.83	0	1	0	0	0	1
31.85	0	1	0	0	0	1
31.87	1	1	0	0	0	1
31.88	0	1	0	0	0	1
31.9	0	1	0	0	0	1
31.91	0	1	0	0	0	1
31.93	0	1	0	0	0	1
31.94	0	1	0	0	0	1
31.96	0	1	0	0	0	1
31.98	0	1	0	0	0	1
31.99	0	1	0	0	0	1
32.01	0	1	0	0	0	1
32.02	0	1	0	0	0	1
32.04	0	1	0	0	0	1
32.06	0	1	0	0	0	1
32.07	0	1	0	0	0	1
32.09	0	1	0	0	0	1
32.1	0	1	0	0	0	1
32.12	0	1	0	0	0	1
32.13	0	1	0	0	0	1
32.15	0	1	0	0	0	1
32.17	0	1	0	0	0	1
32.18	0	1	0	0	0	1
32.2	0	1	0	0	0	1
32.21	0	1	0	0	0	1
32.23	0	1	0	0	0	1
32.24	0	1	0	0	0	1
32.26	0	1	0	0	0	1
32.28	0	1	0	0	0	1
32.29	0	1	0	0	0	1
32.31	0	1	0	0	0	1
32.32	1	1	0	0	0	1
32.34	0	1	0	0	0	1
32.36	0	1	0	0	0	1
32.37	0	1	0	0	0	1
32.39	0	1	0	0	0	1
32.4	0	1	0	0	0	1
32.42	0	1	0	0	0	1
32.43	-1	1	0	0	0	1
